zipcode,population,population_density_square_miles,housing_units,home_price_to_income_ratios
13491,3617,50.0,1593,1.9823826815157148
13492,11268,747.2,5308,2.2688082769191467
13493,1792,24.0,882,1.7843502105572422
13494,332,19.0,597,2.510657684923037
13495,2197,2517.4,939,1.8043599374584405
13501,37646,4303.0,17280,2.7606086643199643
13502,32542,605.3,15012,2.358889991048315
13601,37624,267.4,17946,3.0824925561767667
13603,9589,1758.4,3440,3.459091712316664
13605,4816,59.7,2277,2.7713935493756225
13606,2716,77.3,1146,2.2069128298936374
13607,1247,70.0,1653,2.6871635948458654
13608,1544,39.0,673,2.3903112716455963
13612,2322,131.1,1139,2.529099884209885
13613,2574,30.9,1204,1.9031825001974256
13615,1162,303.5,511,2.624248643893857
13616,2229,402.3,885,1.676694140057713
13617,11034,86.4,3837,2.077779258864303
13618,1563,31.0,2381,2.6312309929921986
13619,10640,97.8,4751,2.531456520927454
13620,2245,48.5,840,2.7755830253600102
13621,469,17.2,310,1.689908256880734
13622,2344,40.3,1379,2.270139055382402
13624,5715,90.1,3841,2.1636131803234684
13625,1863,33.7,1104,2.4920353982300885
13626,2245,22.6,1301,2.5127018958938776
13628,209,1134.3,101,1.894736842105263
13630,1451,30.2,611,2.059340659340659
13633,332,16.8,202,1.0535158509378357
13634,4049,91.7,2342,2.5878468673846395
13635,1177,21.3,567,1.4178053515015414
13636,271,84.5,108,2.3436363636363637
13637,4057,115.2,1863,3.431056089317586
13638,362,295.6,166,1.9705687662304598
13639,286,14.8,150,1.1904518398821822
13640,362,29.3,1007,7.760674953307142
13642,9871,54.5,4419,2.4428950517716843
13646,2030,18.9,2857,2.097380080909266
13648,2298,12.5,1725,1.7580185955760845
13650,1687,40.8,1543,2.809079201545396
13651,153,62.5,188,2.5766934397385026
13652,1696,25.5,900,1.6909967633265077
13654,2722,40.9,1132,1.8721045840120154
13655,3431,169.7,1191,2.6746449426861796
13656,3108,36.5,1086,2.4019805804786403
13658,2288,29.1,994,2.029102260711948
13659,479,8.4,387,1.7456179775280898
13660,1558,29.0,688,2.007787558360553
13661,1368,29.7,1026,1.8530361404439175
13662,16069,180.9,7668,1.6808230649599234
13664,292,296.8,236,1.4205607476635513
13665,703,16.2,453,2.413625919602015
13666,228,5.8,200,0.7076056338028169
13667,3118,62.9,1435,2.0968283671608847
13668,3291,89.5,1612,1.5083964927923912
13669,15782,154.3,7449,1.641862299437491
13670,434,6.0,370,2.0005315421972023
13672,763,6.1,698,1.207285342584562
13673,2260,64.8,993,3.1559444158517755
13676,17016,106.7,6031,2.3781118269307244
13679,1989,31.8,1572,2.8350267944605574
13680,1460,41.5,564,2.334502923976608
13681,885,26.2,354,1.6791397849462366
13682,885,28.2,406,2.200353982300885
13684,1107,7.0,737,1.744960764821591
13685,2520,124.9,1720,4.280715210200853
13687,503,3.7,727,2.035920901449334
13690,835,16.2,579,1.7499818967389993
13691,2878,39.9,1810,2.3923928986900007
13692,64,234.5,320,8.030692974930894
13693,402,20.8,1192,3.521281746555746
13694,1441,64.5,754,2.268041237113402
13695,184,10.8,205,2.0610810450926866
13697,1896,28.9,928,1.9824977125026395
13730,2683,54.7,1571,2.1741533699377236
13731,880,9.8,1308,4.7766619288393874
13732,7796,236.6,3169,1.6755338356725005
13733,4861,53.6,2679,1.8417309276035039
13734,2028,56.0,976,2.057815845824411
13736,2153,35.5,922,1.5621791530430114
13739,796,19.8,666,2.4363075062459223
13740,547,13.8,531,3.2796211226942384
13743,3576,60.8,1742,1.6249400162163057
13744,1143,98.6,535,1.9652268137713638
13746,2000,72.1,1063,1.960880195599022
13748,3779,285.0,1602,2.2029186935371787
13750,919,34.1,595,3.3313035977063987
13752,771,15.9,674,3.112690764523753
13753,5777,61.6,2210,3.0934681153271475
13754,3233,40.6,2272,2.9492540267709133
13755,1148,20.0,930,2.1620620847133365
13756,414,9.0,541,3.012726336074488
13757,1318,35.4,687,2.5656723063223508
13760,43350,881.4,21440,2.208606190417669
13774,192,67.0,159,2.327485380116959
13775,1769,33.3,1011,2.9486238532110094
13776,514,90.4,290,1.853486319505737
13777,352,58.5,191,2.0195565594721514
13778,5557,57.4,2720,2.2167193237127485
13780,1036,46.8,521,1.812467782969454
13782,665,18.1,527,3.0512241329058583
13783,2665,23.3,2228,2.5278595204785566
13784,106,226.6,46,1.7782857142857142
13786,384,24.8,337,2.8704761904761904
13787,3502,55.0,1855,2.1972051376784822
13788,990,28.0,701,2.562738653849807
13790,17875,617.2,8761,2.05036130691138
13794,70,97.6,28,0.8231884057971014
13795,3424,168.2,1573,1.760462791029853
13796,1400,62.8,728,2.6497959183673467
13797,2194,65.9,902,1.645000190614159
13801,1413,20.6,1055,2.334794335805799
13802,562,55.9,210,0.8632768361581921
13803,4240,47.3,1758,1.7541850076091048
13804,353,23.2,230,2.150193125789858
13806,288,93.1,150,3.2634146341463413
13807,1278,53.7,722,2.6949915781513183
13808,1534,41.7,828,2.7443037974683544
13809,1546,51.4,837,1.4844108207244384
13810,1114,27.8,677,2.4700460829493087
13811,4313,68.0,1816,1.6090444930707513
13812,2482,78.7,1013,1.5653112630442605
13813,609,21.8,413,2.2796264428933273
13815,12985,121.1,6476,1.842336132347412
13820,21997,205.0,9176,3.026086956521739
13825,3193,56.4,1507,2.756283425078849
13827,11315,123.7,5756,1.9801628843662946
13830,5196,47.0,2891,2.051891891891892
13832,663,23.9,344,1.8051282051282052
13833,3947,110.5,1800,1.8611494252873564
13835,1276,30.2,639,1.7883376099347736
13838,4284,413.7,2362,2.2816786635882114
13839,1072,27.0,691,2.538359124342493
13841,634,53.2,337,2.0404705882352943
13842,543,43.4,346,3.7204597701149424
13843,2099,38.6,1122,2.1930595426406545
13844,758,31.6,326,1.6865882352941177
13846,351,43.2,232,3.813592847535406
13849,4334,65.5,2285,1.9473705452637526
13850,22186,433.8,9593,2.2435798862063665
13856,6009,32.5,3955,2.26932471830431
13859,189,393.9,94,2.4383561643835616
13861,343,77.8,156,2.1109643328929986
13862,4429,78.4,1940,1.717600544446965
13863,766,50.4,394,1.4289142836044086
13864,1011,37.9,498,3.3856296626762834
13865,6135,55.6,2909,1.8042759743888614
13901,19195,826.1,9693,2.7650082655857244
13903,18496,467.0,8653,2.4352209856236517
13904,9948,429.0,4238,1.943523958608632
13905,26194,968.4,13278,2.72896163888331
14001,9549,144.9,4365,2.288212488657923
14004,12496,260.7,4252,2.3550675400212
14005,1973,59.0,721,1.8210632065994086
14006,9949,384.6,5215,1.9441175954057708
14008,1315,53.8,595,2.3013937282229966
14009,5341,72.1,2659,2.245246997056718
14011,9470,141.8,2799,1.857112635619088
14012,2379,73.9,1064,2.0372357640485803
14013,1708,42.2,773,1.612232881931216
14020,22642,327.6,10576,2.0425934690014196
14024,1567,24.8,807,1.7242471262547896
14025,3223,143.9,1511,3.313038524531795
14028,1703,125.8,899,1.6982304042713467
14030,1775,89.3,765,2.0940415000951837
14031,10301,550.4,4287,2.8201191872061115
14032,8955,385.9,3212,2.7396355409500375
14033,1754,101.5,934,3.0476793545814864
14034,2800,109.0,818,1.65437577497879
14036,4729,87.3,2310,2.108169705469846
14037,1012,58.5,453,2.878220929613932
14039,92,49.2,46,1.4723368538854305
14040,2179,74.6,856,2.1066124223256333
14041,166,73.0,114,1.2239437383616871
14042,3966,86.9,1989,1.7952127659574468
14043,24420,2808.7,11541,2.1236559139784945
14047,6298,480.6,2792,1.9570922353848206
14048,14177,608.3,7192,1.8809194423752262
14051,20198,1235.5,8169,2.3785472356391604
14052,16614,268.1,7403,2.7647965241114507
14054,1471,59.2,631,1.9382280438880564
14055,1562,48.3,692,2.6329969271993825
14057,8284,171.9,3506,2.4140089333978207
14058,1951,49.0,868,1.8048660905803764
14059,10144,376.5,4306,3.335329993465476
14060,289,16.3,260,1.667605633802817
14061,389,406.1,163,1.905287356321839
14062,3248,44.9,1579,1.6887014664539168
14063,14676,291.1,6055,2.2221025613411594
14065,1763,47.3,829,1.7721697200077433
14066,1286,31.8,607,1.5549692172383465
14067,5328,107.6,2210,2.335185185185185
14068,6632,1904.8,2845,3.008703386061877
14069,721,84.7,358,2.6743957258101134
14070,6847,133.9,2462,1.998955091656634
14072,20897,739.1,8821,2.4364209559508
14075,42471,1075.6,18921,2.395448079658606
14080,4158,78.6,1894,2.478787878787879
14081,3130,89.0,1642,2.1525054466230937
14082,604,60.8,236,2.5444008530173043
14085,7306,1050.4,2729,2.2358689427446965
14086,32671,964.4,13643,2.436117293635446
14091,1111,52.3,484,2.1868188342873345
14092,11083,562.4,5108,2.6616670764691417
14094,49170,403.3,22891,2.1696533542342085
14098,2905,63.1,1646,1.7142754028547196
14101,1972,46.5,1074,2.163018645441816
14102,1163,305.4,438,2.5648164647184606
14103,10541,131.8,4929,1.720030095301789
14105,4570,97.0,1909,1.8046121593291404
14108,6082,224.5,2360,1.7095903434460045
14111,3337,92.5,1422,2.229860590092998
14113,523,30.7,312,2.0680497925311205
14120,44437,1350.8,20394,2.217530715260802
14125,3733,106.3,1520,1.6426460634275997
14126,531,926.5,414,2.0515337423312885
14127,30297,736.6,12670,2.6085987970594786
14129,1470,47.6,621,1.9332887542776227
14130,165,151.5,76,1.745054945054945
14131,5039,119.3,2211,2.073720136518771
14132,5792,206.3,2452,2.243794686973202
14134,115,135.5,48,2.291662422847365
14136,4551,196.5,2352,1.6200660816428039
14138,2006,42.8,883,1.4938574938574938
14139,2438,102.2,979,2.2437869273003748
14141,7497,106.3,3591,2.5708600010756735
14143,940,65.0,543,1.9418803418803419
14145,1785,63.4,747,2.409125475285171
14150,40825,2732.2,20123,2.2989144529658034
14167,1621,43.0,789,2.078641953923437
14169,94,305.0,48,0.31478041869982687
14170,2544,206.4,1110,2.367230421200043
14171,1956,38.4,992,2.0206531837347246
14172,2978,120.9,1601,2.2965683841291904
14174,5475,224.1,2758,2.380281690140845
14201,11680,11407.3,6511,6.8992566583243065
14202,3474,4149.2,2422,8.15263033226383
14204,8649,4814.6,5241,3.5795026375282593
14206,19869,4100.6,10479,1.9395983766404892
14207,23808,6100.6,10921,2.3124525024427314
14208,10805,7961.3,5589,2.274357870569666
14209,7410,8103.5,4529,4.671367081253796
14210,14723,4592.8,7069,1.904099353276133
14211,21900,5408.1,12112,1.6757246376811594
14212,10695,5614.8,6061,2.56857855361596
14213,24167,10695.8,11311,2.8796204546136983
14214,19775,6906.7,9208,3.591368960161202
14215,39962,8107.1,18477,1.712093449381585
14216,22280,8037.5,11603,2.8859551344572942
14217,22974,7150.1,11565,2.260108899401946
14218,18951,2321.0,8806,2.4848578971890043
14219,12092,1719.6,5737,2.330858879187661
14220,23980,6294.8,10882,1.8687119498243485
14221,54081,2350.8,24227,2.661948561142209
14222,14037,10997.2,7859,5.297131708028664
14223,22499,6555.0,10362,2.0588096622609187
14224,40590,2002.1,18872,2.2307249117312495
14225,33328,2814.3,16232,2.0498424751595445
14226,29700,4292.1,13246,2.2295185386975596
14227,21846,2525.6,10870,2.360385144429161
14228,22103,1397.5,10261,3.2513116086603118
14301,12594,7531.9,7344,2.0792912838159388
14303,5805,2363.2,3597,2.195373508177398
14304,29375,1324.0,13881,1.7491681692287675
14305,16683,2032.1,8422,2.1645385304659497
14411,14176,125.1,5646,1.9047999361073398
14414,7101,180.7,3162,2.5085063537254357
14416,3528,94.8,1428,1.9961689686460329
14418,1333,35.7,838,2.4196726929997427
14420,20925,345.8,7404,2.5069783670621075
14422,2333,68.6,948,1.7319431058150063
14423,4631,91.7,1992,2.2600896860986546
14424,27717,218.0,13669,3.0087536074748473
14425,11848,634.3,5026,2.2918191131274694
14427,2044,67.7,1007,1.5618003689574267
14428,7439,145.5,3224,2.333762333762334
14432,6297,163.0,2458,1.774979009235936
14433,4350,65.7,1751,1.5217630449928496
14435,2750,75.1,1709,2.020758436738954
14437,11439,92.2,4505,1.8381310984250374
14441,332,946.4,214,1.6746666666666667
14445,7875,4155.0,3598,2.059332656837581
14450,41035,1290.2,18018,2.351871568193509
14454,11188,221.0,3834,3.9412128166651956
14456,19201,246.1,8329,2.413618955431169
14462,519,43.3,205,1.89
14464,7555,247.6,3007,2.025844543831427
14466,1482,86.0,854,1.8986359725219697
14467,10056,933.4,4140,2.025450537495885
14468,17789,335.6,7280,2.07732914823798
14469,6071,92.0,2767,2.5318109798925206
14470,7548,117.7,3435,1.922934007134364
14471,2651,97.7,1956,3.0331326271050005
14472,8421,192.6,3527,2.694251206634792
14475,280,183.5,141,6.5246231155778895
14476,2274,91.7,1049,2.107548856814408
14477,1349,51.5,646,1.9771827850605985
14478,1526,130.4,633,2.042352738731569
14479,146,98.6,102,1.142433234421365
14480,1063,821.4,366,2.72560094575069
14481,1709,71.9,895,1.8873960332693538
14482,8189,140.0,3583,1.8365472910927456
14485,3989,112.9,1776,2.5577599407676646
14486,370,65.7,157,1.7808958445763627
14487,5910,176.9,2773,2.2263888888888888
14489,6923,102.3,3100,1.610404513722865
14502,10545,282.7,4346,2.388984609147639
14504,1873,1646.1,829,1.6773574512695677
14505,4925,124.4,2161,1.8810411270452967
14506,1346,467.2,543,1.8337876500934915
14507,1236,37.8,903,2.286902286902287
14510,4772,68.3,2074,1.8499337089824328
14511,551,238.4,207,2.1001225535707655
14512,4446,43.3,2706,2.5637895250885117
14513,13970,297.8,6358,2.1564054042159926
14514,6821,1822.1,2794,2.5018717244821564
14516,2454,86.6,1084,1.6320110111586295
14517,3063,89.7,1360,1.8443162263386983
14519,11771,288.6,5326,2.537402377442524
14521,2357,62.4,1259,1.9566976932416027
14522,9231,197.2,4323,2.3845734993146697
14525,2607,57.2,1055,1.6253645322239576
14526,20340,1215.8,8589,2.5137380191693293
14527,12951,95.6,7026,2.727710843373494
14530,5317,107.9,2792,1.6768379626989107
14532,4389,108.0,1843,2.0454299118963193
14533,2021,62.9,812,2.1438298185565494
14534,31303,968.1,12388,2.2215902725713743
14536,561,30.8,329,1.7961422757034153
14539,171,807.9,60,1.6035200117824662
14541,4255,86.4,1271,2.118803740879038
14543,3360,133.5,1284,2.0564753433936285
14544,2026,71.8,1307,2.335181871334668
14545,180,125.4,94,1.8032522943165352
14546,4608,134.9,2137,2.027557015791265
14548,3764,125.1,1673,1.7663890531834967
14549,71,631.8,103,4.0113933064324705
14550,1589,79.4,835,1.7357405753860227
14551,5426,124.2,2502,1.820036727198531
14555,1064,339.2,1047,2.4639461941408523
14559,18937,445.4,7337,2.026382609772713
14560,2142,55.2,1115,2.2502127659574467
14561,3021,58.2,1231,2.1723076923076925
14564,15127,359.3,6465,2.7727845616644973
14568,6065,255.5,2265,1.7156342182890856
14569,5915,77.5,2837,1.97968220890857
14571,1313,71.5,807,2.156648321112924
14572,4910,65.7,2584,1.8979391560353287
14580,52587,1234.6,22352,2.3648816318427714
14585,95,1918.4,66,0.7317073170731707
14586,11897,1067.0,4497,2.157912754303599
14588,679,2819.8,63,1.48929889298893
14589,7426,169.5,3285,2.2364426942325046
14590,5412,80.1,3262,1.8726591760299625
14591,1497,37.0,718,1.8519138675864841
14592,192,1151.2,102,2.6480349344978165
14605,12470,6899.1,5302,2.486612339930151
14606,28198,2898.2,12672,2.474732289474293
14607,16750,9940.0,10545,4.164184045018206
14608,12019,6871.4,6358,4.258975430774233
14609,42042,5794.3,19470,2.0946722466769305
14610,14050,3243.0,7497,2.397891173783456
14611,16630,5745.3,7869,2.1223132828204734
14612,34259,2013.7,15924,2.2624064817537324
14613,13578,7431.7,5996,1.9966533367367196
14615,16613,2876.2,7747,2.262782847855982
14616,27616,4647.8,12738,2.1312960751204644
14617,22589,2939.2,10190,1.99627605994933
14618,22602,2336.5,8703,2.014167362143017
14619,14602,10029.0,6300,2.031692283272929
14620,24542,5479.9,12540,3.2694092874770755
14621,33264,8067.5,14664,2.1881838074398248
14622,11976,2603.3,5956,2.073105211478963
14623,25917,1358.0,9279,2.4482559413534135
14624,35885,1285.0,14831,1.917495704405331
14625,10122,1326.5,4724,2.2435136721921727
14626,29901,2193.3,13401,2.25259792166267
14701,39731,430.1,19845,1.889897405569412
14706,6189,78.6,2968,1.8706837671700691
14707,152,76.4,119,1.0760207892938316
14708,223,21.3,152,0.8307070707070707
14709,1450,28.7,990,1.7417845152100926
14710,3268,67.6,2118,1.5412730156540928
14711,1915,47.9,1022,1.4851782815224581
14712,3178,122.1,2297,2.5855739309814343
14714,582,32.0,352,1.696
14715,2840,65.4,1495,1.436144578313253
14716,2746,221.5,1008,2.0100369082074296
14717,505,18.5,989,2.735042735042735
14718,1988,60.3,914,1.9549425287356321
14719,3424,36.3,1826,1.798122768382117
14720,597,2438.9,394,1.3433373742668981
14722,269,808.3,1147,7.526745443023819
14723,1104,25.5,665,1.4060856881169645
14724,2361,31.8,1545,2.1164121414225625
14726,1829,45.0,775,2.230567241720078
14727,5225,48.0,3524,1.6268870879731614
14728,1033,38.6,999,1.9834584162965232
14729,897,25.4,497,1.4343167750651962
14731,1115,24.3,2661,3.5671875
14732,133,59.4,67,1.4213770440801883
14733,3844,138.7,1741,1.8088916261776045
14735,2931,35.4,1630,1.965476857273792
14736,270,51.7,159,1.7642855834234101
14737,4351,39.5,2617,1.6360443702085743
14738,3247,49.3,1917,1.6779026217228465
14739,2746,34.7,1781,1.3324782670656976
14740,1079,41.4,614,1.7013771356291532
14741,1809,29.4,1260,1.9424142836121057
14742,276,1229.0,78,0.955830265297774
14743,1780,41.0,965,1.6595724329236214
14744,2268,130.1,544,1.9129392267141523
14747,2201,50.6,1031,1.6966048357147046
14748,619,34.6,291,2.853016593474609
14750,4483,403.9,2524,2.3130356337392874
14753,1148,20.9,564,1.5666443568577875
14754,594,35.8,379,1.6188976377952755
14755,3080,40.9,1672,1.785999680357999
14756,70,510.5,125,2.4476067270375164
14757,3298,71.4,2590,2.333790124994809
14760,18163,286.3,9415,1.7341040462427746
14767,2146,40.2,776,1.894601490768087
14769,1013,111.1,545,2.057246931721754
14770,2777,93.7,1354,1.7526086516057138
14772,4108,55.6,1842,1.8388752510600312
14774,74,415.4,26,1.2504394882064296
14775,2530,46.8,1198,1.7098510978379742
14777,695,48.4,889,1.5680434496955893
14779,6785,60.2,3340,2.09908847801708
14781,2089,28.8,958,2.147261170757255
14782,2435,44.3,1124,1.7087969811968011
14783,361,14.5,184,2.2218973834234763
14784,1040,35.9,611,1.669864549098577
14787,4739,112.8,2565,1.8738066693308468
14801,5379,49.5,2425,1.6811628042729554
14802,4251,4086.6,467,3.0452810500590384
14803,831,33.3,533,2.5070296070508733
14804,1402,25.1,920,1.4042446103514805
14805,1080,39.0,491,3.1330614962136973
14806,2015,29.3,1081,1.3788464772154028
14807,2946,43.6,1405,1.6650614905911987
14808,612,181.6,260,1.3152368953537206
14809,2279,40.9,1168,1.7347833014659018
14810,12135,100.5,6148,2.2395871369799654
14812,3366,43.4,1420,1.5086871177587073
14813,2325,38.2,1351,1.8044354838709677
14814,1833,212.9,714,2.103937007874016
14815,811,46.8,685,2.54637436762226
14816,604,156.9,202,1.2945945945945947
14817,2556,63.4,970,2.842812392489181
14818,2129,57.1,1124,2.5915906889757205
14819,745,18.1,346,2.3426020903218654
14820,834,27.1,417,1.9161251227615606
14821,3186,58.7,1549,1.7659806924220443
14822,1012,20.5,712,1.4745501285347045
14823,3561,45.9,2065,1.5681003584229392
14824,471,20.8,252,2.1233763121315246
14825,749,44.4,379,1.39039126190539
14826,2000,32.9,1120,1.700525220493509
14827,185,2055.7,113,1.3327423619495942
14830,19772,220.0,9524,2.0744367216395374
14836,834,27.8,473,0.9902085523040327
14837,5779,72.5,3038,1.9450131617431998
14838,1786,49.6,840,1.6200636098595282
14839,782,17.8,469,1.5052896338536568
14840,2712,46.1,2973,2.8222508950151743
14841,529,27.0,720,2.853184857607161
14842,832,49.7,560,3.5342444519079237
14843,12911,128.4,6152,1.8222222222222222
14845,20451,256.2,9349,2.2584848296829434
14846,743,21.8,443,1.6701717132531597
14847,2395,61.5,1334,2.278405710886377
14850,64484,511.9,27294,4.502338511241759
14855,1074,38.3,421,1.7579626947082283
14858,1382,38.3,643,1.8755895899228678
14859,804,25.8,424,1.6550505923237908
14860,1182,56.3,932,2.4581933341057427
14861,1310,38.3,708,2.121413418475582
14864,1253,100.6,638,1.9285106382978723
14865,2981,149.5,1357,2.47014115092291
14867,5548,82.7,2645,2.374754972846171
14869,1302,64.6,592,2.206729875441532
14870,9565,156.0,4311,2.191389835883612
14871,4879,85.3,2120,2.4141715002351467
14872,645,100.3,265,2.0574798302174124
14873,2578,34.9,1788,1.9982016185433111
14874,216,93.3,245,1.9915365672890717
14877,465,11.0,332,2.0483247202162977
14878,484,30.2,471,1.804548343992839
14879,2090,48.5,1019,1.8364478881798845
14880,1561,28.3,1048,1.4818632820050255
14881,324,263.7,136,1.8662255588073122
14882,4072,122.6,1852,2.5000638096939687
14883,4670,64.8,2211,2.9062475503645055
14884,240,12.5,317,1.4498269269106001
14885,726,17.3,388,2.2643062988884313
14886,7130,91.9,3321,2.766130994118573
14889,1659,36.9,713,1.725131333672259
14891,4210,80.7,2167,2.606493586708118
14892,8084,188.5,3493,2.3047461195601047
14894,1253,111.1,578,1.6056348023561138
14895,9354,82.4,5059,1.51617618185388
14897,811,31.8,460,1.554294326825707
14898,1950,33.4,794,1.7230769230769232
14901,15965,427.0,6192,2.5415637860082305
14903,7584,363.4,3604,2.002572749713173
14904,15480,2756.9,7352,1.579212143747676
14905,8593,2062.6,4408,2.122058378839894
