zipcode,total_art_gallery,total_atm,total_bakery,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_cafe,total_car_dealer,total_car_repair,total_car_wash,total_clothing_store,total_convenience_store,total_department_store,total_drugstore,total_electronics_store,total_finance,total_florist,total_food,total_funeral_home,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_jewelry_store,total_laundry,total_liquor_store,total_local_government_office,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_night_club,total_park,total_parking,total_pet_store,total_pharmacy,total_restaurant,total_school,total_shoe_store,total_shopping_mall,total_spa,total_storage,total_store,total_supermarket,total_tourist_attraction,total_travel_agency,total_open_now_False,total_open_now_True,total_open_now_nan,mean_price_level,population,population_density_square_miles,housing_units,home_price_to_income_ratios,price_level*rating,rating_weighed_population_density,log_mean_user_ratings_total,log_mean_rating,log_user_ratings_total_per_capita
11207,0,1,3,2,0,1,0,13,0,1,0,2,1,0,1,0,1,1,39,0,0,0,0,6,0,4,1,3,0,0,2,0,0,0,9,0,0,0,0,0,1,1,30,0,1,0,0,0,29,4,0,0,1,50,2,1.2857142857142858,91972,34421.0,37265,12.630561447788846,5.215633423180592,139632.358490566,5.518740239037709,1.4003461145755407,-5.910499222844182
10466,0,0,4,2,0,0,0,4,0,0,0,1,4,0,4,1,0,1,34,0,2,0,0,3,0,1,5,2,0,0,1,0,0,0,8,0,0,1,0,0,0,2,24,0,0,0,0,0,25,1,0,0,2,42,1,1.380952380952381,72479,35994.6,25110,8.211434232764146,5.17089947089947,134779.77999999997,5.103923228519813,1.3202732600220963,-6.087128915192378
10280,0,1,1,2,0,1,0,2,0,0,0,2,0,0,0,1,1,0,17,0,0,0,0,4,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,11,0,0,0,0,0,20,1,0,0,3,18,8,1.8333333333333333,9384,81760.2,5234,5.360801676832859,4.937356321839081,220188.67655172417,4.79835209531103,0.9906942268591664,-4.3484092950222815
11219,0,0,5,1,0,0,1,10,0,0,0,0,3,0,2,1,1,0,36,0,2,0,1,0,0,2,3,3,0,0,3,0,0,0,12,0,0,1,0,0,0,0,26,0,0,0,0,0,29,0,0,0,12,32,6,1.4615384615384617,90036,60750.6,27060,22.00534419137295,5.773076923076924,239964.87,4.7535901911063645,1.3737155789130306,-6.654374678227365
10453,0,0,2,1,0,0,0,5,0,1,0,0,1,0,1,1,1,0,34,0,1,0,0,9,0,3,1,1,1,0,1,0,0,0,7,0,0,1,0,0,0,0,23,0,0,0,0,0,24,3,0,0,2,41,1,1.2777777777777777,79606,86902.9,28530,16.902077151335313,4.965909090909091,337736.27045454545,5.0885778959926755,1.3574739225843988,-6.196266849883527
10128,0,0,3,7,0,1,0,12,0,0,0,7,5,0,3,0,1,0,40,0,2,0,0,2,0,3,4,4,0,0,2,0,0,0,3,1,0,1,0,0,0,1,22,0,0,0,0,0,33,2,0,0,5,46,1,2.051282051282051,59256,127237.0,34790,8.967634418033505,8.599605522682449,533416.6538461541,5.358851486531748,1.4332513442076622,-5.630770833161377
11210,0,0,4,1,0,0,0,10,0,1,0,4,2,2,1,2,3,0,37,0,4,0,1,4,0,1,1,6,2,0,0,0,0,0,6,0,0,0,0,0,0,1,27,0,3,0,0,0,30,1,0,0,8,43,0,1.2727272727272727,67040,40836.5,24128,9.455235204855844,5.198217468805705,166789.0774509804,5.776315911895095,1.4071537155426006,-5.33672882326087
10033,0,0,6,10,0,0,0,15,0,0,0,3,2,1,2,3,3,1,41,0,2,0,0,4,0,4,2,4,1,0,2,0,0,0,8,1,0,2,0,0,0,0,29,0,1,0,0,0,33,2,0,0,5,50,0,1.5142857142857142,59607,99980.2,20794,8.45872999624663,6.293922077922079,415554.0676363637,5.8738065036397495,1.4246405661282395,-5.121721792181449
10469,0,0,5,0,0,0,0,6,0,1,0,2,4,0,4,0,0,2,35,0,1,0,1,3,1,2,5,4,0,0,3,0,0,0,8,0,0,0,0,0,0,1,25,0,0,1,0,0,25,2,0,0,2,40,3,1.4137931034482758,73870,29873.7,23659,6.89530572487903,5.966206896551723,126067.014,5.546218568987973,1.4398351280479205,-5.66384350153481
11370,0,0,1,1,0,0,0,2,0,0,0,2,4,1,2,1,0,0,24,0,1,1,0,1,0,1,2,5,0,0,3,0,0,0,6,2,0,0,0,0,0,1,19,0,1,0,0,0,20,0,0,0,2,29,7,1.4736842105263157,32514,21817.0,10406,10.313680911855974,5.836565096952908,86406.80263157895,5.496952498833515,1.3763769244625446,-4.892473545960654
11435,0,0,3,2,0,0,0,8,0,0,0,1,1,0,0,2,4,0,30,0,1,0,0,2,0,1,0,3,2,0,2,0,0,0,6,1,0,0,0,0,0,0,24,0,1,0,0,0,20,0,0,0,6,35,0,1.380952380952381,59296,38792.2,19742,6.137065817807321,5.800000000000002,162927.24000000002,5.318239546716616,1.435084525289323,-5.67205758236847
11236,0,0,7,1,0,0,0,9,0,1,0,5,3,0,3,1,0,1,35,0,1,0,0,2,0,3,3,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,27,0,3,0,0,0,29,0,0,0,7,40,1,1.2857142857142858,100331,27877.3,35587,7.650475106769718,5.148214285714285,111625.35541666666,5.088239132709039,1.3873354856283011,-6.42799086626949
10471,0,1,4,7,0,0,0,7,0,0,0,0,1,0,0,1,1,0,35,0,2,0,0,7,0,0,0,2,0,0,3,0,0,0,9,1,0,1,0,0,0,0,22,0,0,0,0,0,24,3,0,0,7,35,2,1.5652173913043481,21896,8515.1,9668,4.031175983291913,6.3924901185770775,34776.442500000005,4.855928904335275,1.4070991598712523,-5.138130346385241
10303,0,0,3,3,0,0,0,7,0,3,0,0,3,2,1,0,0,0,32,0,2,0,1,4,0,2,1,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,29,1,0,0,2,40,3,1.28,25947,8253.8,9175,5.326257233287509,5.105777777777779,32923.491111111114,5.5397809651982035,1.383512718158014,-4.624030309776418
10454,0,0,4,4,0,0,1,8,0,0,0,2,2,0,2,0,1,0,32,0,2,0,0,3,0,2,2,6,0,0,1,0,0,0,5,0,0,1,0,0,0,1,25,0,1,0,0,0,28,0,0,0,6,37,5,1.4347826086956519,38203,36451.7,13942,20.34138729963591,6.014130434782607,152793.37583333332,5.274707500908903,1.4330984273176932,-5.275961824633542
11226,0,0,8,2,0,0,0,12,0,1,0,6,8,2,4,4,0,0,42,0,1,0,0,2,0,1,5,2,0,0,0,0,0,0,6,1,0,0,0,0,0,2,28,0,1,0,0,0,33,1,0,0,7,45,0,1.5555555555555556,100277,77771.1,40323,11.150388073464997,6.276068376068374,313776.47653846146,5.632727037982901,1.3949109773807693,-5.882964597607286
10001,1,0,3,9,0,0,1,22,0,0,0,12,5,1,1,3,0,0,49,0,2,0,0,1,0,0,2,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,24,0,1,0,0,0,41,1,0,0,2,60,0,1.9814814814814812,22924,37306.6,14141,3.8790863701059575,8.223148148148148,154822.39,7.535115848035701,1.423108334242607,-2.504823827635928
10452,0,0,2,3,0,0,0,7,0,1,0,3,3,0,3,3,0,0,35,0,2,0,0,3,0,0,3,3,0,0,3,0,0,0,10,1,0,0,0,0,0,1,28,0,0,0,0,0,27,1,0,0,1,45,3,1.3636363636363635,76078,76975.8,27121,8.416734448491708,5.117810760667904,288894.8902040817,5.05520535786207,1.322571833499649,-6.1843090508938925
11365,0,0,2,2,0,0,0,4,0,1,0,1,3,1,2,1,0,1,29,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,21,0,1,1,0,0,18,1,0,0,3,33,2,1.5,44983,18002.2,16238,9.954424439330355,6.110526315789475,73335.27789473686,5.73103919121551,1.4045478014292412,-4.983000728383168
10016,0,0,1,14,0,0,0,21,0,0,0,6,5,0,1,0,2,1,51,0,1,0,0,4,0,0,2,1,0,0,3,0,0,0,1,1,0,0,0,0,1,0,22,0,0,0,0,0,39,3,0,0,1,58,0,2.022727272727273,51057,95951.4,34638,6.630542545553999,8.454314329738057,401044.32610169484,5.943688698854664,1.4302301468245242,-4.897009235808123
10467,0,1,7,1,0,0,1,14,0,0,0,1,5,0,3,4,5,2,39,0,1,0,0,1,0,1,3,2,2,0,4,0,0,0,15,1,0,0,0,0,2,0,32,0,0,0,0,0,32,1,0,0,3,50,1,1.2333333333333334,103732,44413.5,38530,9.061191408888288,5.033827160493828,181272.8777777778,5.450879483690157,1.406460030714485,-6.098686445375063
11004,0,0,2,0,0,0,0,1,0,0,0,4,4,0,2,0,0,0,24,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,15,0,1,0,0,0,17,1,0,1,1,30,0,1.4210526315789471,15234,16044.7,5359,5.652028449010867,5.688794567062819,64230.55709677421,5.375875600893911,1.3871004877254154,-4.255409450038822
10025,0,0,6,7,0,0,0,19,0,0,0,5,8,0,3,0,0,0,51,0,2,0,0,2,0,1,6,2,0,0,3,0,0,0,4,1,0,0,0,0,0,1,26,0,0,0,0,0,39,1,0,0,2,57,0,1.7826086956521738,92805,123470.6,48359,11.886419178401024,7.224097273397201,500369.83830508485,5.5542069999801305,1.3993444305585598,-5.884048796653069
10461,0,0,13,2,0,0,0,19,0,1,0,4,7,0,6,1,0,1,49,0,1,0,1,2,0,1,6,4,0,0,1,0,0,0,9,0,0,0,0,0,1,0,34,0,0,0,0,0,39,0,0,0,4,54,1,1.6341463414634143,50348,21026.2,20277,7.968275277326362,6.558743282348077,84389.90101694917,5.743166147151487,1.3896784591041313,-5.083548028259909
11375,0,0,3,7,0,0,0,14,0,1,0,2,5,1,5,4,1,0,38,0,3,0,0,2,0,1,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,1,0,0,0,29,1,0,0,3,45,0,1.805555555555556,73488,36942.9,35281,4.905515134960642,7.4629629629629655,152697.32,5.849444849587395,1.4190841839428816,-5.3554325569781795
10308,0,0,4,6,0,1,0,5,0,1,0,3,4,0,2,0,0,0,31,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,24,0,1,0,0,0,23,0,0,0,7,36,0,1.7777777777777777,30186,15330.9,11294,5.257388546555559,7.570025839793277,65281.1113953488,5.100008221514616,1.448832335986902,-5.2151252982047565
11419,0,0,0,1,0,0,0,2,0,0,0,2,3,0,2,3,0,0,20,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,15,0,0,0,0,0,14,1,0,0,3,24,1,1.631578947368421,49618,44324.6,13338,6.792979882057503,6.532142857142857,177456.7021428571,5.53578638800689,1.3871868199029103,-5.276322562098487
10026,0,0,4,9,0,1,1,12,0,0,0,4,2,0,2,2,1,0,36,0,0,0,0,2,0,3,2,1,0,0,2,0,0,0,3,0,0,1,0,0,0,0,23,0,0,0,0,0,29,1,0,0,5,45,1,1.9,39363,118443.8,17091,14.180422525643639,7.801176470588236,486316.3082352942,5.789780266246233,1.4124206657121108,-4.790801301527592
10034,0,0,3,6,0,0,0,15,0,0,0,2,2,0,1,1,3,0,35,0,2,0,0,3,0,0,2,2,1,0,4,0,0,0,7,0,0,1,0,0,0,0,24,0,0,0,0,0,28,2,0,0,2,45,2,1.6666666666666667,42910,39355.3,16650,6.261422618612473,7.047619047619048,166416.69714285716,5.622173915827036,1.4418642122747014,-5.044686262158535
10039,0,1,1,1,0,0,0,3,0,0,0,2,2,0,0,2,1,1,31,0,0,0,0,6,0,1,2,0,0,0,2,0,0,0,8,2,0,0,0,0,0,1,20,0,0,0,0,0,23,1,0,0,1,36,5,1.5,27726,63397.4,11939,11.57289486293597,5.964285714285715,252080.13809523813,4.891780255478537,1.380324194133387,-5.338345624619785
11225,0,1,5,8,0,0,1,15,0,0,0,1,3,0,2,2,2,0,40,0,1,0,0,4,0,3,3,1,0,1,3,0,1,0,5,1,0,0,0,0,0,1,26,0,0,0,0,0,34,1,0,0,6,43,3,1.5,58882,66617.0,25461,13.894955425870895,6.403846153846152,284403.34615384607,5.031945080683007,1.4514336632908518,-5.951345639534177
10312,0,0,5,4,0,0,0,9,0,2,1,1,4,0,4,0,1,0,32,0,1,0,1,4,0,0,4,2,0,0,2,0,0,0,5,1,0,0,0,0,0,0,20,0,0,0,0,0,21,1,0,0,2,36,0,1.7272727272727273,61741,8143.6,22465,5.448960700159891,6.9727272727272736,32874.42736842106,5.320181850244775,1.39546272920677,-5.710521644635178
11230,0,0,8,1,0,0,0,11,0,1,0,1,3,0,1,2,0,0,37,0,2,0,0,5,0,1,1,5,0,0,1,0,1,0,5,1,0,0,0,1,0,0,23,0,0,0,0,0,30,2,0,0,13,32,2,1.4814814814814814,89075,48393.7,32611,15.554792999737591,6.020488573680063,196663.75957446807,5.9798548615635925,1.4021258263365712,-5.4173791289104445
10027,0,0,2,8,0,0,1,15,0,1,0,4,4,2,3,3,1,0,41,0,5,0,0,2,1,0,4,6,2,0,0,0,0,0,3,4,0,0,0,0,0,0,26,0,1,1,0,0,31,1,0,0,3,52,0,1.775,64548,74280.2,26506,14.945893782664326,7.3323636363636355,306844.75345454545,6.462007803456093,1.4184975016145254,-4.61315660860515
10464,0,0,2,8,0,0,0,2,0,0,0,0,1,0,0,0,0,0,26,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,9,29,2,1.8,4434,1277.0,2157,5.695924597011727,7.600499999999998,5392.132499999998,6.662366118720607,1.4404273696998178,-1.7346912714556493
11223,0,0,8,3,0,0,0,16,0,2,0,4,5,0,4,3,0,1,46,0,2,0,0,2,0,3,4,4,0,0,1,0,1,0,5,0,0,2,0,0,0,0,32,0,0,0,0,0,34,1,0,0,12,45,1,1.5517241379310345,81789,39441.7,30438,15.01157499800431,6.450356718192628,163955.06672413793,5.213904491404056,1.424768774640706,-6.097993547816671
10468,0,1,7,1,0,0,0,7,0,1,0,3,3,1,1,2,1,0,37,0,3,0,0,6,0,0,3,5,0,0,0,0,0,0,11,1,0,0,0,0,1,2,25,0,0,0,0,0,26,3,0,0,3,41,2,1.4230769230769231,78647,73450.8,27515,5.382011873716917,5.692307692307693,293803.20000000007,5.794139697331677,1.3862943611198908,-5.478585066752751
11368,0,0,4,1,0,0,0,8,0,0,0,1,2,0,1,2,0,0,31,0,2,0,0,1,0,0,1,4,0,0,4,0,0,0,11,1,0,0,0,0,0,1,24,0,0,0,0,0,25,0,0,0,1,41,1,1.5185185185185186,112425,42754.6,30734,10.488808394196507,6.257708871662359,176188.7237209302,5.543085869125148,1.416078922477418,-6.08695574251376
10014,0,0,2,13,0,0,1,19,0,0,0,10,2,0,2,2,0,0,41,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,0,4,0,0,0,39,1,0,0,3,55,0,2.1702127659574466,30738,55916.6,21531,8.602617672846186,9.477842993396917,244201.28931034482,6.1287496615572685,1.4741315464612101,-4.204505291609989
11416,0,1,1,0,0,0,0,3,0,0,0,1,2,1,2,2,1,0,28,0,0,0,0,6,0,1,2,1,0,0,2,0,0,0,10,2,0,0,0,0,0,0,19,0,0,1,0,0,22,2,0,0,1,34,2,1.4444444444444444,27125,40992.1,7768,7.780791864929367,5.773873873873873,163857.6105405405,5.711679141677626,1.3856184570725296,-4.496531949165135
